user_key,customer_unique_id,first_order_date,customer_state,customer_city
108,0042dcca0ae57aaec6e808edc31a2d48,2017-12-02 12:02:34,AL,maceio
109,0042dfa8925d6eb23e471ec350454f04,2018-07-25 18:33:29,SP,sumare
110,0043d65f8039b4a4d43bc7b0f450ac2c,2017-04-20 12:57:14,MG,belo horizonte
111,00444f48f6c9b55657e49435ce3a97ca,2017-06-09 16:15:38,MG,uberlandia
112,00446a03d7a34d191507c9e42870d0a5,2017-03-06 20:08:47,SP,sao paulo
113,004493e0b0a37317d25665d340c0677d,2018-06-06 17:44:31,RJ,rio de janeiro
114,0045e9ad4d6c85d2323a7ab374b76183,2018-06-19 23:13:23,MG,barbacena
115,0046311f458d8041b00063cb99482903,2017-08-01 19:24:31,SP,sao paulo
116,0047f3e16441284d757a8963344f6c59,2017-08-28 10:29:48,SP,lencois paulista
117,0048706e497cfba0b689e1e3497bc99e,2018-08-15 16:54:26,SP,jaboticabal
118,0048a779a98a7848514096ff04046079,2018-08-08 12:22:24,MG,contagem
119,0049a16516d38fc2246696172a257f16,2017-12-29 11:04:22,SP,sao paulo
120,0049dadc30da6a277c1e9d371df5a66f,2017-06-13 19:49:59,DF,brasilia
121,0049db44bfd6cee26ac9c649329ff6ea,2017-03-07 13:28:55,SP,piracicaba
122,0049ec2d7a5818d0e4b3f4735cec2458,2018-07-19 08:17:29,PR,londrina
123,004a432489f6630c6dfd3fc4454603f5,2017-12-16 09:25:10,PR,curitiba
124,004ad212c650c96c8a48f30855a7bcb8,2017-09-24 10:45:10,MG,ataleia
125,004b45ec5c64187465168251cd1c9c2f,2017-09-01 12:11:23,AL,maceio
126,004b9b1634b7becda8eec4e96bced882,2018-08-05 12:32:31,SP,santo andre
127,004d17fa2cb102a7c4817f040c884e59,2018-02-13 07:17:20,SP,sao paulo
128,004df63539fd5e38d4b0a0506de7549c,2018-07-16 13:30:06,PA,castanhal
129,004ed862ea4e55f18868d3d782d10879,2017-08-06 20:34:10,SP,sao bernardo do campo
130,004f84d065096f3cedd26cf0adc80b9d,2018-04-25 23:17:16,SP,campinas
131,00504b68faa074d0f40adcb4f7727f71,2018-08-11 23:17:37,RJ,mendes
132,0050dcff37f8b9ff611d245e30572b46,2018-05-02 08:44:43,RS,santiago
133,00522457bba00bba576a34fd9b4808fd,2017-04-01 13:40:12,SP,sao paulo
134,005226be8d5b972d0f72b4e8a79f322b,2018-04-01 22:07:00,RJ,rio de janeiro
135,00539155ce68fbe677934aebdb17e09b,2018-04-29 09:34:52,SP,sao paulo
136,00543330561a9088f8b3879114a7b008,2017-11-24 15:02:09,BA,esplanada
137,0055b522bc89cbfbf376d8b59a628470,2017-03-03 15:48:57,CE,fortaleza
138,0055bbb9c95f6acb8db89d1f6c316407,2018-02-14 09:43:06,SC,criciuma
139,0056c2dd794a5eede6164dcae635875a,2018-08-08 21:52:09,MG,pirapora
140,0056f26cb8f20916c3baa0e39fc30709,2018-03-31 10:38:18,SP,osasco
141,005754cb59f8ee5cdbb5cda9d138757e,2018-07-21 11:39:34,RJ,macae
142,00575b2023dedcc0f3e81a938834689b,2017-11-04 20:24:52,PR,nossa senhora das gracas
143,0057f64bff87f4698b4cbd338d62a2a8,2018-08-21 10:47:37,SP,sao paulo
144,0058e7db269cc11558913b42beb115d0,2018-05-18 13:51:15,SP,campinas
145,0058f300f57d7b93c477a131a59b36c3,2018-02-19 17:11:34,BA,salvador
146,0059acd36094bf670ec8b21be6c0044c,2017-06-12 21:48:33,MG,cachoeira de minas
147,005d8faa4cf789cf52fb880a8569880a,2018-05-11 09:36:15,DF,brasilia
148,005e32bc930906dc6b65fb9d11cce3e2,2017-09-03 21:48:38,RS,picada cafe
149,005ee3e015ec18092d7782e507cf68fe,2017-10-01 09:57:51,AC,rio branco
150,005f060d4223956c62b64e9567a36f0f,2018-05-22 22:36:54,SP,jundiai
151,005f4b46e70bbd3295a38e2fd28d6566,2017-11-02 14:26:59,RJ,rio de janeiro
152,005f6fa02633470267dcd1e3ecd0fa79,2018-07-27 12:38:21,SP,matao
153,005ff4ebe100db3eebbe6f7b19a8f99a,2017-09-13 15:10:21,SP,sao paulo
154,006031108b00e5f73b2426a50b50f9c0,2017-09-03 09:52:30,SP,sao paulo
155,00605a8897ed9ad73b5c93bebad2541a,2018-03-25 20:19:03,RJ,campos dos goytacazes
156,00626f29f9b57d3ef7c1739ff03e944e,2018-04-11 11:42:25,PI,teresina
157,0062adafa3846d9f372d8f1bde591b24,2018-02-24 20:43:42,SP,sao paulo
158,0063817060d662048ed08bccecaf45d5,2018-01-12 09:26:20,MT,matupa
159,0064a1b5f5cddd047c987b988a90c8c1,2018-03-02 08:33:32,SP,marilia
160,0064c96f536ac6250275482221834154,2018-06-20 22:51:17,SP,santana de parnaiba
161,00651d97d964127ccfc0e2e55464876d,2018-02-26 16:49:57,SP,campinas
162,0065f6fb341f013a95a8e11cdc98d07a,2017-10-09 14:50:32,SP,sao paulo
163,0065f7795a38381973a373c8b4939679,2018-07-07 20:53:52,RS,porto alegre
164,0066b328e72fd82fd7420bf849c0e8b4,2017-09-04 14:01:22,SP,osasco
165,0067d2652c12515146721538868bbd80,2018-06-19 12:00:08,SC,blumenau
166,0068bd2e9e76c018846dbc6e2bec5ac5,2018-06-26 12:20:15,SP,sao paulo
167,006a8c1784d622ebe06bab57e72ee045,2017-11-25 16:36:13,RJ,rio de janeiro
168,006ab6f5e82340e927757563a9fbe7e4,2017-12-02 11:18:55,RJ,nova iguacu
169,006b297ed73773b17d8874a2eb4466e8,2018-04-09 15:49:31,BA,lauro de freitas
170,006bbb235068a01d2e3e47fa09ccf53c,2018-02-15 19:02:19,DF,brasilia
171,006c10bfead12ac8d90486fb4ce4e603,2018-06-14 23:41:56,SP,sao bernardo do campo
172,006d763076d74d16d66e828e79ec1544,2017-08-05 10:22:53,MG,montes claros
173,006e937bd5a5e32043018a6d1521b5d5,2017-12-10 20:02:21,BA,salvador
174,006ec5b170182812131c7d9b219c036f,2017-10-16 12:55:19,MG,divinopolis
175,006f2f20cf0cd723624b99d0e8e40d0c,2018-02-10 20:45:36,PR,curitiba
176,00704e915ae0d4a236eace0267454cf9,2017-07-31 23:07:11,MG,sabara
177,00705dcbc0b9cad67abd658612770905,2018-08-10 16:55:53,SP,sao paulo
178,0071f46a072a9ae25bbe4438b15efe9c,2017-02-01 00:04:17,SP,aracatuba
179,00720f160ff500d3605a1bf403eb62d9,2018-05-19 08:29:57,SP,jundiai
180,00728bae3dec9c16b2193ab7e3195eb7,2018-01-14 23:22:38,RJ,paty do alferes
181,00737247e3dc1942da2c527ef3bd2709,2018-03-24 12:25:44,MG,vespasiano
182,0074a1d3f1995ff0538dc7197500973c,2018-05-10 11:06:18,SC,capivari de baixo
183,00762eafc5dac5fc1574f91e9b7c9b67,2018-02-07 22:06:31,SP,sao paulo
184,007658319c060f337577e8a1834d5df5,2018-07-04 10:45:14,PB,joao pessoa
185,00765d375af0e700f61c57db00a8ee63,2017-08-10 16:54:23,SP,santa barbara d'oeste
186,0076a71311bb2386a353f5ba87d2aa29,2017-07-28 18:52:58,CE,quixada
187,00776f3807b128beca64cd0b27138d92,2017-09-21 19:05:52,SP,sao paulo
188,0077ba3f829303a1dce98552495c91a1,2018-06-19 09:11:42,SP,sao paulo
189,0077dc76aaf02323f03bce9b00878253,2018-03-11 17:09:55,AL,arapiraca
190,0078108af1d2dc4b1601c744ca581b4f,2018-05-07 13:51:40,SP,serra negra
191,0078bb0f0d23e922d08437b7d0e13907,2017-12-21 23:56:54,MG,belo horizonte
192,007953b3182d5ccc9189a694f5c68163,2017-04-15 22:00:21,SP,guarulhos
193,00797f371bc0f6adb4d267be541a92da,2018-04-09 13:43:51,SP,cruzeiro
194,0079b50e9f77c1148b472818f92eaebc,2017-11-26 18:13:28,RJ,miguel pereira
195,0079b7407a428543a7f178cc09164035,2017-11-29 17:44:25,SP,sorocaba
196,007a2fab7046647dad04fe7d08c57820,2018-02-03 20:41:36,RJ,rio de janeiro
197,007ad549acb91673f04eac22c0568114,2017-09-26 14:42:47,SP,mogi das cruzes
198,007b8307b6448f0425ff2001f00c1bdb,2018-05-14 21:18:41,PA,belem
199,007ba48697b079e78f168b051462dd1b,2018-06-06 23:49:36,SP,campos do jordao
200,007d9f716ead2bc8712255271a38f609,2018-01-01 15:27:17,GO,goiania
201,007e21b7a007c8f8dadfa43c9d5a91db,2018-03-10 22:58:30,RJ,rio de janeiro
202,0083e758383b3deb6c6dac1b0b431ac0,2018-01-06 11:33:27,SP,praia grande
203,00842c7d0cedb9e1edad8e9b7d148f09,2017-04-05 21:26:56,SC,tijucas
204,0085139b503668b3addcfe826d91be8d,2018-01-30 13:48:42,SP,urania
205,0085d749fc64f766ece1729464f8039a,2018-03-21 22:59:41,PE,jaboatao dos guararapes
206,008778a1591d49f6b2464dffaa4fa662,2017-07-19 19:43:14,SP,sao paulo
207,0087c31081ea8d160baa06bf4ad4d76f,2018-06-22 19:57:24,SC,joinville
208,0087eede471173af78d789df249c3a45,2017-02-16 20:12:03,RS,porto alegre
209,008b06aba4b5f5b5b94f525ccf520624,2018-08-22 10:49:05,SP,sorocaba
210,008b82b072c6b564fcce49a325f84097,2018-03-10 18:42:35,RJ,rio de janeiro
211,008ca52811784a181c8c88e8d66b49db,2018-08-15 23:01:42,RN,natal
212,008d17333e414049279c7822dfd5f019,2017-08-23 12:59:04,SP,sao paulo
213,008ea5bdd1a99fb584cce7739349da75,2018-04-13 20:34:21,CE,fortaleza
214,008f3d5f45a11059239a5c452cd00006,2017-01-26 09:11:37,MA,sao pedro da agua branca
215,008fb2ecc75561d202dd4db2e0ceec25,2017-05-31 22:42:05,SP,sao paulo
216,009000746b4fc73fe77ecc396fdb78d2,2017-11-29 08:22:33,MG,belo horizonte
217,009062f98089a091615b5c9faa13de26,2017-09-12 22:53:28,ES,vila velha
218,009210a1646725341917560a13f7799f,2017-08-02 12:48:40,PR,planaltina do parana
219,009231b0ef6a6b4f5a5fe46938827b83,2018-02-04 22:23:22,SP,campinas
220,009301957bc7714394865c44650d8060,2017-06-23 11:35:41,SP,campinas
221,0093aeb87eca387dd153f965aa10c060,2017-11-21 17:34:43,SP,sao paulo
222,0093c499f4f9c0e169ead490aa62ce3e,2017-06-12 19:38:57,MG,barbacena
223,0093dbe7f479386a92095026decf825d,2017-11-27 19:48:08,SP,sao paulo
224,00941614a654458b888b8780815bd26c,2017-03-29 10:31:33,SP,jacarei
225,00950dbc783342e164c24e09023ebcb7,2018-07-03 15:48:48,SP,guarulhos
226,009671b5dc80cdf32aeb5850868ba81c,2017-06-21 14:03:19,RJ,rio de janeiro
227,0096c18412349537abc45e350581cbbc,2017-03-14 17:33:28,RS,novo hamburgo
228,0096c9cb600a08e601f7c2be6734531a,2017-07-28 12:19:51,SP,aruja
229,0096f8cd903cc205efab77d5ae6bb6f1,2018-02-12 22:18:35,SP,piracicaba
230,00970787f181925ba33bd32b3817f742,2017-09-16 01:30:57,RJ,rio de janeiro
231,0097c1e3f3c2fed7a7d8cf30be1a33df,2017-11-27 13:25:08,SP,itu
232,0097fca0db567f5ca79509b7b4fc1c2d,2018-04-19 11:17:55,SP,sao paulo
233,00986cafefb6e670cceca01694bda599,2017-12-31 17:55:07,SP,pedreira
234,0098853a28531d48988a2fb02b30840e,2018-06-08 12:06:19,RJ,niteroi
235,009890d2f2b15df1267ed7f90f45fc4e,2018-04-23 13:23:27,GO,campos belos
236,0098f4847541cc7d676f9a5efc64c0f0,2017-04-17 18:46:05,MG,belo horizonte
237,009a0802534f904b40b9d512b49794e1,2017-11-16 14:38:35,RJ,rio de janeiro
238,009a3ad0cbdfc7f5481488472f72e8b1,2018-04-04 08:46:50,SP,campinas
239,009b0127b727ab0ba422f6d9604487c7,2016-09-13 15:24:19,SP,sao jose dos campos
240,009dd7b313c04f4ccd9d4e423bc04ba7,2018-04-25 07:27:40,MG,poco fundo
241,009e70fcdd4ea3769c73210414e73c64,2017-06-19 08:37:15,MG,campanha
242,009f647a455451d6c325bef96685e1c1,2018-04-27 17:52:31,MG,uberlandia
243,00a02d822b18db532e50e0607e615f3b,2018-08-14 11:29:10,SP,sao bernardo do campo
244,00a089b8c7ab1e3808c3ad7de7a254dd,2018-06-20 07:49:50,SP,campinas
245,00a1c6913daeda0b7f9b79f802805fdb,2017-12-27 12:03:40,SC,sao miguel do oeste
246,00a1d0d7d91c17c634d6896ce10ce1c6,2018-07-30 12:48:50,CE,fortaleza
247,00a1e8f160b36ccdcbca310933f12a3b,2017-11-29 09:03:35,SP,sao paulo
248,00a218ea82c458456098caa1c4a7e796,2017-03-01 08:32:00,MG,mar de espanha
249,00a33236962b4ac37fd25275be9c206b,2018-08-19 17:25:43,RJ,rio de janeiro
250,00a39521eb40f7012db50455bf083460,2018-05-23 20:14:21,DF,brasilia
251,00a3a868d6047bac2888d27b16743ba0,2018-02-10 16:08:29,RJ,rio de janeiro
252,00a6ee75a90222405df9d8d59babc513,2017-07-06 22:54:18,MA,bom jardim
253,00a78b45ea275348c1a8081bef9ab61b,2017-12-29 20:20:52,SP,santa barbara d'oeste
254,00a7d14cb10e11b7f7d65120a7e3942f,2017-04-12 13:01:41,SP,sao paulo
255,00a9fd000ff87bb48b989df819c418f5,2018-03-20 07:08:27,RJ,rio de janeiro
256,00aafcd186fbd5da867f9b8df04518aa,2018-02-15 18:54:00,RJ,bom jesus do itabapoana
257,00ab80210f1875276065f3c1911a2110,2018-04-03 14:02:35,SP,sao paulo
258,00ab8b4d83051d5a41842abe7ff473fc,2017-12-02 11:17:52,SP,indaiatuba
259,00aba8ca6b7a455bcde671692a3f9e51,2017-11-27 09:36:59,ES,castelo
260,00ac9cd5c4ad19e16e7c6f6864711737,2017-04-28 14:20:07,MG,itajuba
261,00ad4e6c01a3039fa1b45eaadb4222e4,2018-06-22 22:30:56,SP,aparecida
262,00ad5165112e0e9a91a23b1132716584,2017-03-28 13:47:36,RJ,rio de janeiro
263,00adeda9b742746c0c66e10d00ea1b74,2017-11-07 16:54:04,SP,sao paulo
264,00ae50eb5e1d2514f694dee1dcbbd5ae,2018-05-10 22:19:03,SP,sao paulo
265,00ae9ea276a5a4335382c9391059ddf2,2017-09-13 08:19:01,ES,sao gabriel da palha
266,00af5c2c9fd47849143be82aea5ab2cf,2018-01-09 11:21:46,CE,acopiara
267,00b0595d2b0f0b838edb7fbc749ea644,2017-07-29 12:08:09,BA,jacobina
268,00b0d21952ae29dfe79db614512a27c2,2017-12-08 13:19:14,RJ,rio de janeiro
269,00b1066a65657ee1759544f6b61a4e2c,2018-05-11 07:08:35,SP,sao paulo
270,00b1b0f856eb804d554ceab3d8f1dc35,2018-01-19 01:17:29,DF,brasilia
271,00b1d2492b4127598629f19a22a32be8,2017-11-23 09:49:45,SP,sao paulo
272,00b21d737fc7f475c145ca292832385d,2018-02-23 21:28:02,MG,belo horizonte
273,00b246520d4904724f9b20188a2ff39b,2018-06-02 14:02:44,BA,belo campo
274,00b2ca23369b68c4d4105ecea9c0cb93,2018-08-03 08:59:39,CE,alto santo
275,00b2ee6366438f46105832fd9acaf56f,2018-04-03 12:39:14,CE,fortaleza
276,00b309d0151d92709de70e43d662711b,2017-10-11 11:38:12,RJ,rio de janeiro
277,00b5ba65365dad1d25811bf5e45fc983,2017-11-26 22:56:45,SP,pitangueiras
278,00b72937dcd829c0d8ca72ec77cd073c,2017-06-15 18:58:28,SP,sao paulo
279,00b742e2f6d8fa571cd560007081d53b,2018-06-20 19:22:00,MG,pocos de caldas
280,00b8076004092a29c2c934570c356fc7,2018-03-20 22:36:58,SP,sao paulo
281,00b9746bf8ac2964942d8b969f015196,2018-08-01 13:02:26,MG,belo horizonte
282,00ba737b18a7996f68cb8a99556bedd4,2017-07-11 23:14:57,ES,serra
283,00bab5c446ba511117719c775a3f78e8,2018-01-14 11:56:35,SP,guaruja
284,00bbfe2f540d0cfccbb098d92c503eca,2017-10-29 20:51:29,RJ,rio de janeiro
285,00bc6cf36e50f21a8478d86721c07aa5,2018-03-11 16:52:50,SP,sao paulo
286,00bcc55fd3eb23fc001365c5f0c3c3ba,2018-02-05 18:08:41,SP,praia grande
287,00bd169997f142571c113645554663d6,2017-11-21 14:45:07,MG,belo horizonte
288,00bd194837f2ad36d45985a6205df78a,2018-04-28 12:42:16,SP,sao paulo
289,00bd903b65b4c9a1c822887d0b012592,2018-05-18 00:32:21,RJ,rio de janeiro
290,00be1845d956d40218db17093f667764,2017-11-24 17:09:16,BA,salvador
291,00bee19e1199bc5cede1c674177b9e22,2017-11-17 19:42:27,GO,goiania
292,00bfe974afd63b30ed282dc69892fb98,2017-12-28 08:02:02,SP,americana
293,00c003ed13c76042b78d53fbc26930d0,2017-03-16 20:25:10,ES,cariacica
294,00c04df1c94e385d57d4a33a2965217c,2018-03-01 19:25:49,MG,santa barbara
295,00c05fe9d2f8b245f1f86fe559175f24,2018-06-14 15:47:45,ES,serra
296,00c07da5ba0e07b4f248a3a373b07476,2018-07-27 14:28:20,BA,jacobina
297,00c0bbc49a530c07c110d269211da046,2017-11-29 21:11:12,SP,capivari
298,00c19498681c665889d1212be870e8df,2017-11-17 19:51:56,RS,viamao
299,00c1d73d161e74cfbe78975c1a2ba2ff,2018-04-26 21:59:11,RS,novo hamburgo
300,00c26c3dd77bb25a0423a2280886b86a,2018-03-04 20:11:11,RJ,angra dos reis
301,00c31de6420048cb3f668c99153debf7,2017-10-31 21:42:47,SP,rio claro
302,00c3624c55261d9ce593f30e3815a880,2017-03-18 11:24:06,RS,santana do livramento
303,00c3c74b09b2022ac2c0f43bb09797b4,2017-12-01 14:53:50,SP,sao paulo
304,00c4592dfbfe06775ab582d7a2b8dddf,2017-11-25 21:45:25,SP,sorocaba
305,00c4d93157cffc73cb2459f52b89cee4,2017-10-19 21:19:13,RJ,sao goncalo
306,00c5610e0f4b339cd3b0cc499937db8d,2018-07-21 21:59:41,RJ,rio de janeiro
307,00c605c0bfa39610b994c18f822a6d5a,2018-04-24 13:23:50,PR,curitiba
